title,release_year,rating,popularity,genres,poster_url
Cinderella,1950,7.0,17.6459,"['Family', 'Fantasy', 'Animation', 'Romance']",https://image.tmdb.org/t/p/w500/4nssBcQUBadCTBjrAkX46mVEKts.jpg
Sunset Boulevard,1950,8.297,6.3591,['Drama'],https://image.tmdb.org/t/p/w500/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg
Broken Arrow,1950,6.7,4.4645,"['Western', 'Romance']",https://image.tmdb.org/t/p/w500/n061xgOTAvJ2l06latNDF4s13FV.jpg
Rashomon,1950,8.072,4.4286,"['Crime', 'Drama', 'Mystery']",https://image.tmdb.org/t/p/w500/vL7Xw04nFMHwnvXRFCmYYAzMUvY.jpg
All About Eve,1950,8.1,3.2072,['Drama'],https://image.tmdb.org/t/p/w500/qU5QzNDrsusmuqKW6FsSvHYoIEQ.jpg
Wagon Master,1950,6.655,2.8717,"['Adventure', 'Western']",https://image.tmdb.org/t/p/w500/6yVHAtXoSe2FOQP2fePuR6nnFLr.jpg
Cheaper by the Dozen,1950,6.3,2.9497,"['Comedy', 'Drama', 'Family']",https://image.tmdb.org/t/p/w500/jIDdkYptIfzYAZ52CMDdTRyPBJM.jpg
Woman on the Run,1950,6.8,2.3789,"['Thriller', 'Crime', 'Mystery']",https://image.tmdb.org/t/p/w500/6wp0FpyQvYVphtUSvANiCarawop.jpg
Caged,1950,7.1,2.7024,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/vvGyjfwGOQkB91XbzLJHmItiBIl.jpg
Cyrano de Bergerac,1950,6.9,2.4307,"['Romance', 'Drama', 'Adventure']",https://image.tmdb.org/t/p/w500/l4JFOXslwb90opz8xozfIhPke8z.jpg
Father of the Bride,1950,7.0,2.8344,"['Comedy', 'Romance', 'Drama']",https://image.tmdb.org/t/p/w500/sygyqqXq41SBZiYjY8nuQRAcuUv.jpg
Orpheus,1950,7.6,2.383,"['Romance', 'Fantasy']",https://image.tmdb.org/t/p/w500/wcUmMtipWBBx7lpsfpPsUM4Snh1.jpg
The Damned Don't Cry,1950,7.1,2.9437,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/7kIZMJuGDEag4QWSlY1v8jQIDdQ.jpg
Where the Sidewalk Ends,1950,7.2,1.5997,"['Crime', 'Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/27Q0i6ZjmRnjfvegksunixnLxuG.jpg
Force of Evil,1950,6.6,2.1322,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/x33LVKf4yWdjMeczJkzE5sIw4VG.jpg
Stromboli,1950,7.1,2.0555,['Drama'],https://image.tmdb.org/t/p/w500/tsyyzGSspKsawHocchfokskwbeM.jpg
Francis,1950,5.5,1.9224,"['Comedy', 'Family', 'Fantasy', 'War']",https://image.tmdb.org/t/p/w500/bKjJYQzIVrMKjehGq8xKrEWNebq.jpg
The Man Who Cheated Himself,1950,6.2,2.2688,"['Crime', 'Thriller']",https://image.tmdb.org/t/p/w500/tiJxVUqsyPt3nfPT1A8c0iXDtHo.jpg
Whirlpool,1950,6.433,2.1117,"['Thriller', 'Crime', 'Drama']",https://image.tmdb.org/t/p/w500/swwFPsZxjYMyQPkcqDrQs6yQ7Aq.jpg
The Furies,1950,7.116,2.6428,"['Western', 'Drama', 'Romance']",https://image.tmdb.org/t/p/w500/kVlgoW4LWj8Uxr5fXuFi6qhpzP0.jpg
The Breaking Point,1950,7.1,2.2161,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/gmScaZfpgF9KkZ7TKFo0Fn4d7Yy.jpg
Summer Stock,1950,6.7,1.6809,"['Music', 'Romance']",https://image.tmdb.org/t/p/w500/akCdZrlDIoIRXbL8rZOoHFxSkWY.jpg
Panic in the Streets,1950,6.884,1.9699,"['Thriller', 'Crime']",https://image.tmdb.org/t/p/w500/79jfETdOonIFL8UEjBxptPS27yo.jpg
Union Station,1950,6.4,2.6169,"['Thriller', 'Crime']",https://image.tmdb.org/t/p/w500/oF9dN6RO2sgAQj1uANJR8ZOTS4T.jpg
Harvey,1950,7.7,1.6424,"['Comedy', 'Fantasy']",https://image.tmdb.org/t/p/w500/dgd82hYmpiXDM1G867HqNaWe8wj.jpg
The Big Lift,1950,6.7,1.6202,"['War', 'Drama', 'Romance']",https://image.tmdb.org/t/p/w500/uWF6c1B3QIakDNoYdpVrw8bSf2k.jpg
Black Hand,1950,6.1,1.8056,"['Crime', 'Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/6WfHXzS2CpXT3DRAwEkDnw7aJIj.jpg
In a Lonely Place,1950,7.6,1.7504,"['Drama', 'Romance', 'Mystery']",https://image.tmdb.org/t/p/w500/vdlCUR7hu7BI8JRl46n66PiG17k.jpg
No Man of Her Own,1950,6.9,1.8775,"['Drama', 'Crime', 'Thriller']",https://image.tmdb.org/t/p/w500/pYJukaE6s3AwHXJ1pQl8PEVlozx.jpg
Young Man with a Horn,1950,6.298,2.3596,"['Drama', 'Music', 'Romance']",https://image.tmdb.org/t/p/w500/fCM4Guj2poyGcGC9yYIM8cXaIu6.jpg
Treasure Island,1950,6.583,2.5003,"['Adventure', 'Family']",https://image.tmdb.org/t/p/w500/zPzBsQZ2EhSmO9FLvQQtWVkJqRu.jpg
No Way Out,1950,6.911,2.2022,"['Drama', 'Crime', 'Thriller']",https://image.tmdb.org/t/p/w500/plRDHhcTwS6Z7ohWP39zgPRm7oX.jpg
The Killer That Stalked New York,1950,6.086,2.2176,['Thriller'],https://image.tmdb.org/t/p/w500/3JD63sXu6WxWlpDBZRgbQxTGifc.jpg
Rocketship X-M,1950,4.8,1.8381,"['Science Fiction', 'Adventure']",https://image.tmdb.org/t/p/w500/kEODdwwJBEROPYpFUPWHSAm1ZTJ.jpg
The Jackie Robinson Story,1950,6.4,1.7299,"['Drama', 'Family']",https://image.tmdb.org/t/p/w500/cx13WcbLX3dU7Lo6ZcVwygQpdtO.jpg
Dark City,1950,6.5,2.3211,"['Drama', 'Thriller', 'Crime']",https://image.tmdb.org/t/p/w500/7mkj8Vv5lpndZnjdHNBdIV4fhoh.jpg
The Underworld Story,1950,6.1,2.0411,"['Drama', 'Crime']",https://image.tmdb.org/t/p/w500/7ElO0mVXiN2Yqjbid2mzC2IX1Ii.jpg
The Iroquois Trail,1950,5.8,1.8339,['Western'],https://image.tmdb.org/t/p/w500/lJW57kTjmnmFnKm3d1Ut7WVkqyN.jpg
Champagne for Caesar,1950,7.1,2.0653,['Comedy'],https://image.tmdb.org/t/p/w500/jVigwtKTVb9YnoZ4yi3Je5vx88y.jpg
House by the River,1950,6.678,1.6077,"['Thriller', 'Crime', 'Drama']",https://image.tmdb.org/t/p/w500/FfR9iwl8MBQT7Ym7ap9iOwEvwi.jpg
Food for Feudin',1950,6.563,1.6442,"['Animation', 'Family']",https://image.tmdb.org/t/p/w500/wc6RlzWvqzotGHj9nuT03DrOFW2.jpg
The Baron of Arizona,1950,6.7,2.2592,"['Romance', 'Western', 'Drama']",https://image.tmdb.org/t/p/w500/gzieDFqLaZ6Xc1UyToJrom0XlTd.jpg
Bud Abbott and Lou Costello in the Foreign Legion,1950,6.1,2.5465,"['Comedy', 'Adventure']",https://image.tmdb.org/t/p/w500/5UiAkJV2YTtPsIs29G0W8MPkXbB.jpg
No desearás la mujer de tu hijo,1950,7.8,1.2764,['Drama'],https://image.tmdb.org/t/p/w500/tpit3tixg9p3rZjPRjpjSfqX3mo.jpg
Backfire,1950,5.8,1.8438,"['Mystery', 'Crime', 'Thriller']",https://image.tmdb.org/t/p/w500/2qPDrYCedMnhiuXNedlzAYd2pRK.jpg
Scandal,1950,6.9,1.6812,['Drama'],https://image.tmdb.org/t/p/w500/3eGk1WDTJ9kWbaBQiyDSqbQa3oX.jpg
Rio Grande,1950,6.791,1.4896,['Western'],https://image.tmdb.org/t/p/w500/zYoK2RkBCmyhIV6UUb6EZLqxmZq.jpg
Annie Get Your Gun,1950,6.8,1.9207,"['Music', 'Comedy', 'Romance', 'Western']",https://image.tmdb.org/t/p/w500/c2ZLeqZVI2FYctcrFwm5C86zkLH.jpg
King Solomon's Mines,1950,6.5,1.6697,"['Adventure', 'Action', 'Romance']",https://image.tmdb.org/t/p/w500/s5T4Da7d3f255YRyaWfhMWfoBKK.jpg
Did'ja Know?,1950,6.0,1.3705,['Comedy'],https://image.tmdb.org/t/p/w500/4VcwNusPdz11WcMBMYWA8b5IoGB.jpg
Rock Island Trail,1950,6.0,2.1023,['Western'],https://image.tmdb.org/t/p/w500/cfvIkrZqBzU8sAoKD0tK3w1axbW.jpg
The Nevadan,1950,5.8,1.658,['Western'],https://image.tmdb.org/t/p/w500/d7JFVv4bUkLu2vQoLpvh1lU3r6E.jpg
Appointment with Danger,1950,5.6,1.9763,"['Crime', 'Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/hZOvwsG2KbwUROmiidyVbijdLJu.jpg
Madeleine,1950,6.7,1.5219,"['Drama', 'Crime', 'Mystery']",https://image.tmdb.org/t/p/w500/nQsThlhGuWUn8h3vpdbK3Kr4qGM.jpg
The Gunfighter,1950,7.3,1.3724,['Western'],https://image.tmdb.org/t/p/w500/5696EpyH0tB8DtKvwNGABMRWknX.jpg
A Lady Without Passport,1950,5.2,1.8803,"['Thriller', 'Crime']",https://image.tmdb.org/t/p/w500/wJfzpAglQhQLtUICju4A2cRmK77.jpg
The Cariboo Trail,1950,6.3,1.7073,['Western'],https://image.tmdb.org/t/p/w500/iTTY8vHk034q4inHual8ExIEKUn.jpg
The Flame and the Arrow,1950,6.3,2.3338,"['Adventure', 'History']",https://image.tmdb.org/t/p/w500/30edZxvbt7W8p8y5OsMX9XSWSwK.jpg
Edge of Doom,1950,5.9,2.0937,"['Crime', 'Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/ctWWBKph5z5KEZIwetYSmULUPga.jpg
Prince Of The Revenge,1950,6.5,1.2899,"['Romance', 'Action', 'Crime']",https://image.tmdb.org/t/p/w500/9jjHviFXkXArgCZAIKWdECbS9vS.jpg
Destination Moon,1950,5.9,1.354,"['Science Fiction', 'Adventure', 'Drama']",https://image.tmdb.org/t/p/w500/2dsJUooqTX5BkOmkfnuuFlkmbB6.jpg
Chance of a Lifetime,1950,6.3,1.4426,['Drama'],https://image.tmdb.org/t/p/w500/iVA0ra37DTxHpTP3eVgEg2MefRe.jpg
Harriet Craig,1950,7.5,1.7435,['Drama'],https://image.tmdb.org/t/p/w500/zrwq0en5FxedV2scMS7i9teDKVt.jpg
Convicted,1950,6.278,1.5897,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/ctvgqu3CDRjlkFW31agzexqSr2V.jpg
Deported,1950,6.2,1.4452,"['Crime', 'Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/uSH4YdfDldDmmhJwUdRAZyyA3Ib.jpg
Something in the City,1950,5.7,1.5919,['Comedy'],https://image.tmdb.org/t/p/w500/nnZaysVD7jCNhPBGRJuPL5gZ39m.jpg
Seven Days to Noon,1950,6.7,1.3444,['Thriller'],https://image.tmdb.org/t/p/w500/aDvEMfWqgCzMMBwKp1J2GashTga.jpg
711 Ocean Drive,1950,6.3,1.7246,['Crime'],https://image.tmdb.org/t/p/w500/nRTfhyRPFW2f3RPi8PgjQE9t3Pt.jpg
Silks and Sulkies,1950,6.0,1.1704,['Documentary'],https://image.tmdb.org/t/p/w500/wPoZQjEa1ASIZJEWWjNQw1v2SWw.jpg
Devil's Doorway,1950,7.0,1.8006,['Western'],https://image.tmdb.org/t/p/w500/v10XONu2NJ6MyGMMOJKgp2GJYEd.jpg
To Joy,1950,6.9,1.3179,"['Romance', 'Drama', 'Music']",https://image.tmdb.org/t/p/w500/8xvao8GSizgjaMfGijuaWcgjuAs.jpg
The Pot Journey,1950,0.0,1.2309,['Family'],https://image.tmdb.org/t/p/w500/axDsSqVtKvuhv8MPaeUZDUJHYrb.jpg
My Blue Heaven,1950,7.0,1.6489,"['Drama', 'Music']",https://image.tmdb.org/t/p/w500/sJI3ENrXdYuqYG1YQ664FrSeBSr.jpg
Captain China,1950,5.0,1.4274,"['Action', 'Adventure', 'Romance']",https://image.tmdb.org/t/p/w500/bGvOEh7uip21Tna5wvpsDj1iTIz.jpg
High Lonesome,1950,5.1,1.4937,"['Western', 'Mystery']",https://image.tmdb.org/t/p/w500/f84rykmRoqqxN336rgKGYue0dkR.jpg
Portrait of Madame Yuki,1950,6.7,1.4111,['Drama'],https://image.tmdb.org/t/p/w500/yEUwjDJlNrmBqiillV8zTo9JxPu.jpg
Kim,1950,6.2,1.6223,"['Adventure', 'Drama', 'Family']",https://image.tmdb.org/t/p/w500/koPgzZ60Kd2JI6uxJQ1pD06cIf6.jpg
State Penitentiary,1950,6.5,1.4489,"['Drama', 'Adventure', 'Crime']",https://image.tmdb.org/t/p/w500/vL5o6nEH2MXN4uVV37WeLeeb86W.jpg
The Twenty Questions Murder Mystery,1950,5.5,1.2912,"['Mystery', 'Comedy', 'Crime']",https://image.tmdb.org/t/p/w500/vQlTzISmQaOIgSz3nwk6nkszqPx.jpg
The Great Rupert,1950,5.7,1.3309,"['Family', 'Comedy']",https://image.tmdb.org/t/p/w500/aJGIPdcB8JddD3gpCTEIN9j6K1O.jpg
Mister 880,1950,6.9,1.3649,"['Comedy', 'Crime', 'Romance']",https://image.tmdb.org/t/p/w500/aEYs8GpSqpssqPWaIS9XXOBeY8o.jpg
The Sleeping City,1950,5.8,1.2649,"['Crime', 'Mystery', 'Drama']",https://image.tmdb.org/t/p/w500/jKwDlvugsHkTL8UfUBLsKlaavpC.jpg
The Woman on Pier 13,1950,5.3,1.3621,"['Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/2C20ARNn99V29hVH2uXEOkRcoRS.jpg
The Asphalt Jungle,1950,7.5,1.3358,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/8xsUnT0P2fJWQv9jGDhs3i9Zx2l.jpg
California Passage,1950,4.0,1.7966,['Western'],https://image.tmdb.org/t/p/w500/qw6FZKs6iYmec3yvdX8gxsKogbC.jpg
Tea for Two,1950,6.0,1.9076,"['Comedy', 'Music', 'Romance']",https://image.tmdb.org/t/p/w500/8qeQo1oSoA2C2uBq1av910MHHjC.jpg
Land of Tradition,1950,7.0,1.2316,['Documentary'],
Pagan Love Song,1950,4.8,1.2947,"['Drama', 'Music', 'Romance']",https://image.tmdb.org/t/p/w500/iptyVmZEH3oRAatBOh6Cqgpmfn6.jpg
Three Husbands,1950,5.0,1.5637,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/3rw8KxBqc7SCRkzNMQg6lYeOzCr.jpg
The Sundowners,1950,5.4,1.2919,"['Action', 'Western']",https://image.tmdb.org/t/p/w500/kbAz3ih1cjucAWX9p5eWS4xjtGO.jpg
Rio Grande Patrol,1950,5.0,1.2985,['Western'],https://image.tmdb.org/t/p/w500/Aeb4W6ZxbNlxvz0o0V8GsyoIPhZ.jpg
Dallas,1950,6.4,1.451,['Western'],https://image.tmdb.org/t/p/w500/szVFvCur0ZMpvu2wSICtZKxHmMq.jpg
The Lost Volcano,1950,5.3,1.5675,['Adventure'],https://image.tmdb.org/t/p/w500/w8fUq6X6yPmzwhAMfW0xFqKvbVs.jpg
The Daughter of Rosie O'Grady,1950,5.0,1.2052,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/xsq5LAmTzJlmmfELyg73je51y9a.jpg
Three Came Home,1950,6.7,1.3808,"['War', 'Drama']",https://image.tmdb.org/t/p/w500/hZczNjqrzjYiyuzhuKyPEcDwul2.jpg
Pretty Baby,1950,6.0,1.7645,['Comedy'],https://image.tmdb.org/t/p/w500/4sl2jutNCYkKmShhiYqIzr2Q5gG.jpg
Kon-Tiki,1950,7.5,1.0705,['Documentary'],https://image.tmdb.org/t/p/w500/oGdy7EkyQ9LCpuLptEII5kwjB5r.jpg
Bright Leaf,1950,5.9,1.5911,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/3zNlVaHbobs4sfo0xK77R15oJJ.jpg
Blades of the Musketeers,1950,0.0,1.2961,"['Adventure', 'TV Movie']",https://image.tmdb.org/t/p/w500/vZXYjJ5gjrCvF8VB993VRssCKdt.jpg
Gerald McBoing-Boing,1950,6.6,1.4276,"['Animation', 'Comedy']",https://image.tmdb.org/t/p/w500/afgivuAiO9ZllYvISlzDRU9kzuv.jpg
The Costume Designer,1950,0.0,1.3596,['Documentary'],https://image.tmdb.org/t/p/w500/eDzjPJrrnggpTwHKZvTlEOUCf94.jpg
This Side of the Law,1950,4.8,1.2775,['Crime'],https://image.tmdb.org/t/p/w500/rn9u9XzDNagh1KFmWjWhAGt69IW.jpg
The Fighting Stallion,1950,6.3,0.9971,['Western'],https://image.tmdb.org/t/p/w500/hOBvKRzdMSrhENLIEJbmSQMizUM.jpg
Girl with Hyacinths,1950,7.2,1.0622,"['Drama', 'Mystery']",https://image.tmdb.org/t/p/w500/iM6DY2kAuij7UffYnvl5JRa8ess.jpg
Last Holiday,1950,7.2,1.3426,"['Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/2rUFvSmkPvMMIhf02uFOfH1TDDA.jpg
Born to Be Bad,1950,5.9,1.8182,['Drama'],https://image.tmdb.org/t/p/w500/tGpviqO04uPH3WUo1MjbWtOsdaH.jpg
Borderline,1950,5.5,1.3941,"['Crime', 'Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/6f7Lgj6qfGEehEWZmb3YXr8rkqi.jpg
Winchester '73,1950,7.29,1.2174,['Western'],https://image.tmdb.org/t/p/w500/rqRgjWqSmK9oI6duvigPmn49aVG.jpg
Never a Dull Moment,1950,5.4,1.4345,"['Romance', 'Comedy']",https://image.tmdb.org/t/p/w500/43r7QKEsX2Qg0MJZykCoFMBykhq.jpg
Stella,1950,0.0,1.232,['Comedy'],https://image.tmdb.org/t/p/w500/7S5tJqsQSzvVTAYFk4kUFd73bv6.jpg
My Friend Irma Goes West,1950,6.1,1.3619,"['Comedy', 'Crime']",https://image.tmdb.org/t/p/w500/zALaC7mNC6Px6hmxvTxXjb8G99x.jpg
Call of the Klondike,1950,7.0,1.2838,"['Western', 'Adventure']",https://image.tmdb.org/t/p/w500/leuLCYBc2tDwoW1S7AcKFygj7iO.jpg
Joe Palooka Meets Humphrey,1950,4.0,1.4064,"['Family', 'Comedy']",https://image.tmdb.org/t/p/w500/4rtv92yuEr1IgZGk2toAuzOgicK.jpg
Stage Fright,1950,6.798,1.0536,['Thriller'],https://image.tmdb.org/t/p/w500/l43OTqhib8do1WwXig8JI8Y68Fd.jpg
Wyoming Mail,1950,4.4,1.3858,['Western'],https://image.tmdb.org/t/p/w500/fIMKcqymfron3d7UeUqHN6tCmj8.jpg
Södrans Revy,1950,0.0,1.2595,['Music'],https://image.tmdb.org/t/p/w500/spTRvuokoIkIU3eXNx1kbkBVv08.jpg
Highway 301,1950,6.6,1.2065,['Crime'],https://image.tmdb.org/t/p/w500/qgkhQ2LWEXdPZoiXFUrypkpyooK.jpg
The Good Humor Man,1950,6.0,1.448,"['Adventure', 'Comedy', 'Crime']",https://image.tmdb.org/t/p/w500/4A25eYcdiXWtbMTsW4FV3FPwsKt.jpg
The First Weapons,1950,5.7,1.0605,['Drama'],https://image.tmdb.org/t/p/w500/jq2fiBka2ORy4X24uHrGQkmgRew.jpg
Beauty on Parade,1950,0.0,1.2821,['Drama'],https://image.tmdb.org/t/p/w500/2qjE9XC32pTFqeW4gYF2ecB2FBZ.jpg
Paid in Full,1950,6.6,1.3364,['Drama'],https://image.tmdb.org/t/p/w500/6s0pzqppsP6MDYCYMkzVuGn6z4e.jpg
Sands of Iwo Jima,1950,6.34,1.231,"['War', 'Drama']",https://image.tmdb.org/t/p/w500/utpy9JLuyhsxpw2E3yExw23f3eS.jpg
The Young and the Damned,1950,8.1,1.7031,"['Drama', 'Crime']",https://image.tmdb.org/t/p/w500/cDCvmYoyqFg4CuSMtGMvCpfOIEw.jpg
Rider from Tucson,1950,6.0,1.091,['Western'],https://image.tmdb.org/t/p/w500/4zLOqk6vazUyiYN4QHOSmv2vIpA.jpg
Perdida,1950,7.8,0.8186,['Drama'],https://image.tmdb.org/t/p/w500/glHIBif9MaqX2qre0YldvfN72HB.jpg
Riding High,1950,5.8,1.6102,['Comedy'],https://image.tmdb.org/t/p/w500/lG7C5MqsVklrvqX0YLV4cwjCany.jpg
One Way Street,1950,5.173,1.3376,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/kn6l5fBct9hK3WWX5POyPRMrAJt.jpg
Copper Canyon,1950,5.3,1.3875,['Western'],https://image.tmdb.org/t/p/w500/wx7ZKQmtPk9MCDbLLtwPj2D8Hpg.jpg
Comanche Territory,1950,4.8,1.29,['Western'],https://image.tmdb.org/t/p/w500/1M1OKZ5vAsg4m7dHzQtJB8hrYGM.jpg
Outrage,1950,6.5,1.5086,"['Drama', 'Crime']",https://image.tmdb.org/t/p/w500/2zGupaPiJBU3iR9WgY1kMpYalY2.jpg
Outlaw Gold,1950,0.0,1.0324,['Western'],https://image.tmdb.org/t/p/w500/xr6JIY7TlY0jXuE0Pa0AQX0w7Lc.jpg
It's a Small World,1950,5.3,1.1791,['Drama'],https://image.tmdb.org/t/p/w500/bv8oUBRG10TvW660oaABHJjmPU.jpg
Buccaneer's Girl,1950,5.6,1.465,"['Adventure', 'Comedy', 'Action', 'Romance']",https://image.tmdb.org/t/p/w500/nrbMsOXZvFQfwE8bzlsrlt9Z9DG.jpg
Motor Mania,1950,6.816,1.2558,"['Animation', 'Family', 'Comedy']",https://image.tmdb.org/t/p/w500/kXBGAQ06ZH75Cg8DcyA8IIuykG7.jpg
Jack of Hearts,1950,3.5,1.0343,['Drama'],https://image.tmdb.org/t/p/w500/arV20Hi6AlrQyHn6DX18QU5kLdj.jpg
Father Is a Bachelor,1950,7.4,1.2201,"['Comedy', 'Family']",https://image.tmdb.org/t/p/w500/9DcOPemke5fmZkvMZMg0ikVfGQ.jpg
The Happy Years,1950,7.7,1.421,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/g86d09l5VkA3vOe0vM5SspjfSJ5.jpg
The Flying Missile,1950,4.8,1.7172,['Drama'],https://image.tmdb.org/t/p/w500/pIjtctAevsQzyuD5GX59CRz8Jam.jpg
Kansas Raiders,1950,5.8,1.2415,['Western'],https://image.tmdb.org/t/p/w500/2Jl1X3GUBgYXHmxBw1ROeDD4a7R.jpg
Trailer Horn,1950,6.5,0.899,"['Animation', 'Comedy']",https://image.tmdb.org/t/p/w500/30zgz1LfmB5iSa3C1ml3Xjaz1cn.jpg
Saddle Tramp,1950,6.3,1.2446,['Western'],https://image.tmdb.org/t/p/w500/eQVbkLOaNCmPptiOIbQY6BPK11r.jpg
Tarzan and the Slave Girl,1950,5.2,1.1913,"['Action', 'Adventure']",https://image.tmdb.org/t/p/w500/hcJaw4I8vFAlYnTZQyWCIANjkQn.jpg
A Wife's Life,1950,6.0,0.9993,['Comedy'],
The Great Jewel Robber,1950,7.2,1.3895,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/9vcEwbVqMFJiebZLUHryJNz7SPW.jpg
The Kid from Texas,1950,5.3,1.3678,['Western'],https://image.tmdb.org/t/p/w500/9vNgf4qFj03RUnuAU3U8RoPCa0F.jpg
The Lake,1950,6.3,0.9582,['Drama'],https://image.tmdb.org/t/p/w500/96cmxsz8jV6RJgRlYL9RSwNPL2O.jpg
The Capture,1950,6.1,1.2593,"['Drama', 'Western', 'Crime']",https://image.tmdb.org/t/p/w500/e0tGJ3noqXACU8LT4qPv7jkYt5d.jpg
When Bengt and Anders Changed Wives,1950,5.0,0.9084,['Comedy'],https://image.tmdb.org/t/p/w500/mcFOiAMUzgnRfhx5LlE1x2UwF9b.jpg
Ambush,1950,5.1,1.3034,['Western'],https://image.tmdb.org/t/p/w500/cmmfwAJH1AxV6moF8cqJPdgFfMI.jpg
Mystery Street,1950,6.783,1.6363,"['Crime', 'Thriller']",https://image.tmdb.org/t/p/w500/k1xC0mfgdOUMy0FqHZWJpnbG1ht.jpg
The Last Days of Pompeii,1950,5.167,0.951,"['History', 'Drama']",https://image.tmdb.org/t/p/w500/52gePfagpP38zZpz6kqJYq4sAV5.jpg
Dial 1119,1950,5.6,1.3402,"['Thriller', 'Crime']",https://image.tmdb.org/t/p/w500/zKNX4dxps6uXltOcCHKd2KGgQ19.jpg
The Woman in Question,1950,6.0,1.2486,"['Mystery', 'Crime', 'Drama']",https://image.tmdb.org/t/p/w500/5Z7N3LMvSB4WOX4iFGUoHnN3BOp.jpg
The Strange Ones,1950,6.7,0.9881,['Drama'],https://image.tmdb.org/t/p/w500/4rW1aF7IbQ4Bgm6WM9zazuJjZ0B.jpg
Under Mexicali Stars,1950,0.0,1.2095,['Western'],https://image.tmdb.org/t/p/w500/4SEebIn7phHw1JN7S53wcBEoRQR.jpg
The Flying Saucer,1950,3.6,1.1242,"['Thriller', 'Science Fiction']",https://image.tmdb.org/t/p/w500/3S1TfqMb2dfJtUPWYoLkufFr53W.jpg
Hunt the Man Down,1950,6.2,1.4203,"['Mystery', 'Crime']",https://image.tmdb.org/t/p/w500/7LwYP3brAdkXT0XXLnK8fYq6hpW.jpg
Fast on the Draw,1950,0.0,1.1343,"['Crime', 'Western']",https://image.tmdb.org/t/p/w500/jJbuMhPmgX2a74d5X342MN6Uv30.jpg
Key to the City,1950,6.2,1.3151,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/61Z87n01cx0NLCKqscLiqZdxUsZ.jpg
The Return of Jesse James,1950,5.0,1.0901,"['Drama', 'Western', 'Action']",https://image.tmdb.org/t/p/w500/iul44ZuFMsLOMSYbXTXzWBdZKcF.jpg
Cairo Road,1950,5.8,0.9694,"['Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/hxs4bvOKWUONABpMcBe08EIIUOg.jpg
Armored Car Robbery,1950,6.6,1.4823,"['Thriller', 'Crime', 'Action']",https://image.tmdb.org/t/p/w500/1cYOPFbHEEXcXq8VYlJI5h2QpIe.jpg
Last of the Buccaneers,1950,5.5,1.0173,"['Adventure', 'War', 'Action']",https://image.tmdb.org/t/p/w500/cQ44ACiBPjjVYYgndSlbFSgNlAu.jpg
The West Point Story,1950,5.8,1.0784,"['Music', 'Comedy']",https://image.tmdb.org/t/p/w500/4VwiwooiP0EXRnrODZ70aynw6Rd.jpg
Dakota Lil,1950,5.0,1.272,['Western'],https://image.tmdb.org/t/p/w500/w4yDmItsq860xupXcdqeikACsxr.jpg
Marshal of Heldorado,1950,4.0,1.0762,['Western'],https://image.tmdb.org/t/p/w500/9gMCedBiYz6GWHw0jykp0IXWAd6.jpg
Three Little Words,1950,5.9,1.2301,"['Music', 'Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/7O9keBF6bcKKAAD05LqT382z837.jpg
Forbidden Jungle,1950,4.0,1.0107,"['Adventure', 'Action']",
Colorful Holland,1950,0.0,0.839,['Documentary'],
The Admiral Was a Lady,1950,6.1,1.1417,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/gQWspJtDh40YhSSJFismfhf81Gk.jpg
At War with the Army,1950,5.387,1.4689,['Comedy'],https://image.tmdb.org/t/p/w500/viLzurxFrHbosBtTGf0gkPKa9qx.jpg
Le Trésor des Pieds-Nickelés,1950,4.0,0.9196,['Comedy'],https://image.tmdb.org/t/p/w500/kIRiaXTGMQWzi1zomt5EssFSN83.jpg
Border Treasure,1950,6.2,1.1864,['Western'],https://image.tmdb.org/t/p/w500/2rlmHy74uZyPokElExlCT2ykCTf.jpg
Joe Palooka in Humphrey Takes a Chance,1950,0.0,1.0169,"['Family', 'Comedy']",https://image.tmdb.org/t/p/w500/qYHxjpml21wOyFoxFvjK9D0EjTj.jpg
