title,release_year,rating,popularity,genres,poster_url
The Steel Bayonet,1958,5.4,0.8511,"['Drama', 'War']",https://image.tmdb.org/t/p/w500/sZrXdcKfXh9klsb0lGJBRqIF2M.jpg
No Time for Sergeants,1958,7.2,0.8892,"['Comedy', 'War']",https://image.tmdb.org/t/p/w500/yCoIRzy6C5TCXN0ibD2IqEqqOgl.jpg
Damn Citizen,1958,0.0,0.8056,"['Crime', 'Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/5SYNkIKe9dtBIjRUSRdnOOj1LSo.jpg
The Notorious Mr. Monks,1958,0.0,0.9142,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/wrkzjVh3T75sJ36myXZv9s4s2E1.jpg
Satan's Satellites,1958,4.5,0.8462,"['Action', 'Science Fiction']",https://image.tmdb.org/t/p/w500/rc4mIrA0OttvnOydquTYtzYrBP2.jpg
Wild Heritage,1958,4.5,0.8083,['Western'],https://image.tmdb.org/t/p/w500/eGvfpmGMsglZ0JZcF9lhFsYnOmt.jpg
Girls at Sea,1958,6.0,0.7892,['Comedy'],https://image.tmdb.org/t/p/w500/wTaoVcUyjpjmfQ8LFuBFFF1nV7p.jpg
From the Earth to the Moon,1958,5.179,0.8579,"['Science Fiction', 'Adventure']",https://image.tmdb.org/t/p/w500/cALvMcrweHHswVNfSr1KkQdF2eC.jpg
The Plot to Kill Stalin,1958,0.0,0.9074,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance', 'War']",https://image.tmdb.org/t/p/w500/1r3j0j70pRFu4aTRrq9AcZs1eMx.jpg
The Sign of Zorro,1958,7.3,0.8462,['Western'],https://image.tmdb.org/t/p/w500/qyVR7SFGXpBjJ5RoxllrKca4OQ9.jpg
"Kiss Me, Kate",1958,8.7,0.8138,"['Comedy', 'Music', 'Romance', 'TV Movie']",https://image.tmdb.org/t/p/w500/t64mP72LT2wx1cMGFJIRUXNLYzh.jpg
The High Cost of Loving,1958,5.7,0.8955,['Comedy'],https://image.tmdb.org/t/p/w500/tNLHEKR7y3uZdkhDwjwL52wVMtC.jpg
Nowhere to Go,1958,6.7,0.8611,"['Crime', 'Thriller']",https://image.tmdb.org/t/p/w500/vvTAVmQfn68aPrzG4QJg9u1ZT2a.jpg
Tom Thumb,1958,6.286,1.0592,"['Music', 'Family', 'Fantasy', 'Adventure']",https://image.tmdb.org/t/p/w500/oUQYLx8tD3DFKMXW1wrlvHavO4L.jpg
Handle with Care,1958,7.2,0.7931,['Drama'],https://image.tmdb.org/t/p/w500/AqkwGStpeoFXwJfptS95shux4Vu.jpg
The Beast of Budapest,1958,0.0,0.8247,['Drama'],https://image.tmdb.org/t/p/w500/pXdGvLfMa9otKloWdxRM81ECwiL.jpg
The Two-Headed Spy,1958,6.2,0.812,"['War', 'Thriller']",https://image.tmdb.org/t/p/w500/jvJQPx5pI5KM8tfZYfxKgclhcm7.jpg
Born Reckless,1958,3.4,0.8223,"['Western', 'Drama', 'Romance']",https://image.tmdb.org/t/p/w500/zvqJrRPOQiGVycsNv1NHe9RLdYj.jpg
Terror from the Year 5000,1958,3.3,0.9478,['Science Fiction'],https://image.tmdb.org/t/p/w500/vXwPNIm4xl4U4OnTD9VUeADp7xY.jpg
The Defiant Ones,1958,7.143,0.992,"['Crime', 'Drama', 'Action', 'Adventure', 'Thriller']",https://image.tmdb.org/t/p/w500/tGGNyImEXgedDjrCORbC9cTJp0X.jpg
The Mugger,1958,5.6,0.8585,"['Drama', 'Thriller', 'Crime']",https://image.tmdb.org/t/p/w500/8WBLWtbfdevsDdCSO862SMXSmpR.jpg
Behind the Mask,1958,6.0,0.8383,['Drama'],https://image.tmdb.org/t/p/w500/lkazY5KeDps8G3pPTYNYwMV9FSY.jpg
The Great Achievement,1958,0.0,0.8832,['Documentary'],https://image.tmdb.org/t/p/w500/2ArgscfuA9S0DHjwfKNMdzLUGy1.jpg
Who's The Informant?,1958,0.0,0.8012,[],https://image.tmdb.org/t/p/w500/jTwewmTkMji22EFAsflFiJmJaQJ.jpg
The Thing That Couldn't Die,1958,5.1,0.8459,['Horror'],https://image.tmdb.org/t/p/w500/tBCBlmOAZnu6D4UEXxUhWTT6LOn.jpg
The Space Children,1958,4.0,0.8591,['Science Fiction'],https://image.tmdb.org/t/p/w500/7TXlrL4dygamb70MXhddYeFRXgV.jpg
The Sheriff of Fractured Jaw,1958,6.4,0.8034,"['Western', 'Comedy']",https://image.tmdb.org/t/p/w500/v4isUD1Yjs4DbBacdVMyvFWn9e6.jpg
Son of Robin Hood,1958,4.4,0.9146,['Adventure'],https://image.tmdb.org/t/p/w500/nnXuRRHYrN8LFf0KrAQhCLEcLpK.jpg
Ben-Hur,1959,7.888,11.5401,"['History', 'Drama', 'Adventure', 'Action']",https://image.tmdb.org/t/p/w500/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg
Sleeping Beauty,1959,6.9,7.6194,"['Fantasy', 'Animation', 'Romance', 'Family']",https://image.tmdb.org/t/p/w500/dK4OZwFFxnfK7MvqfVqw94mavL7.jpg
North by Northwest,1959,7.983,6.7358,"['Thriller', 'Adventure']",https://image.tmdb.org/t/p/w500/kNOFPQrel9YFCVzI0DF8FnCEpCw.jpg
Anatomy of a Murder,1959,7.846,5.2326,"['Crime', 'Drama', 'Mystery']",https://image.tmdb.org/t/p/w500/b2G1QSAwtBv9luhEwErIgSRaU92.jpg
Rio Bravo,1959,7.804,6.2741,['Western'],https://image.tmdb.org/t/p/w500/4gI4KKmoi0d3yfsF71YU3S0I5t8.jpg
Warlock,1959,6.7,4.2516,['Western'],https://image.tmdb.org/t/p/w500/3E5PnM2KQvZEYC7LlzlaBZl7NS9.jpg
Some Like It Hot,1959,8.1,5.3071,"['Comedy', 'Romance', 'Crime']",https://image.tmdb.org/t/p/w500/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg
Day of the Outlaw,1959,6.827,2.7657,['Western'],https://image.tmdb.org/t/p/w500/js4P9y1gyU9bqrzE8s49gSNljQX.jpg
Boy of Two Worlds,1959,5.3,3.9551,"['Family', 'Drama']",https://image.tmdb.org/t/p/w500/wuROEpcVqx66BnDz8OJ9ZNLn8MC.jpg
Solomon and Sheba,1959,6.401,4.0169,"['History', 'Romance']",https://image.tmdb.org/t/p/w500/sQPLRT014vOADFyvh54TpXFyBPZ.jpg
Good Morning,1959,7.716,3.7133,"['Comedy', 'Family', 'Drama']",https://image.tmdb.org/t/p/w500/dXy2LFsE0VlHlHJU3SLBdJgrzEq.jpg
The Diary of Anne Frank,1959,7.2,3.8579,"['Drama', 'History']",https://image.tmdb.org/t/p/w500/i7kUdUAF9eTxQG7GdR6lKUK96En.jpg
Pillow Talk,1959,7.128,3.4227,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/ugvyj5nl9QmTYuaGUTefVYBDePE.jpg
Operation Petticoat,1959,7.197,3.0336,"['Comedy', 'War', 'Romance']",https://image.tmdb.org/t/p/w500/pIsm8JvpFZidVxKexv5UgoCjwpZ.jpg
The Young Land,1959,6.4,2.0641,['Western'],https://image.tmdb.org/t/p/w500/sfBafWsaC2UNNfqgCR1EIzbGSjJ.jpg
Santa Claus,1959,6.9,2.2736,"['Family', 'Fantasy', 'Comedy']",https://image.tmdb.org/t/p/w500/4wI91ojyHnUaNJzYlaFRuhqkRCh.jpg
The Giant Behemoth,1959,5.8,3.0696,['Science Fiction'],https://image.tmdb.org/t/p/w500/bOt8hqIipLjyiqjb4y4gklEwz5T.jpg
Pork Chop Hill,1959,6.5,2.8979,"['Drama', 'History', 'War']",https://image.tmdb.org/t/p/w500/88LF3thfIx1BDqa5aErseoFXz58.jpg
The Nun's Story,1959,7.157,3.0111,['Drama'],https://image.tmdb.org/t/p/w500/4vNWFhPyjTehPpZsvTnTywwXSiF.jpg
A Dog of Flanders,1959,6.2,1.5822,"['Drama', 'Family']",https://image.tmdb.org/t/p/w500/sf50zn1FhPxf8tvvlsYTYadkSAv.jpg
Battle in Outer Space,1959,5.8,2.7336,"['Science Fiction', 'Action']",https://image.tmdb.org/t/p/w500/dKAqyu8aiYlnmAHzOzJt69B6m20.jpg
The Wasp Woman,1959,4.321,2.95,"['Science Fiction', 'Horror']",https://image.tmdb.org/t/p/w500/6yU5PuyeXX7EHG5d1AdWMforNfn.jpg
A Summer Place,1959,6.49,2.6583,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/escHRIldvNphvBnxMcn6ybaJId0.jpg
Hiroshima Mon Amour,1959,7.706,2.9522,"['Drama', 'History', 'Romance']",https://image.tmdb.org/t/p/w500/vjP7eX9c0xUD5i5dTRaP3NYC8iN.jpg
High School Big Shot,1959,3.2,1.4691,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/hykr4TX2E6kk6Jul8v2in7HrhfO.jpg
The Four Skulls of Jonathan Drake,1959,5.9,1.581,"['Horror', 'Mystery']",https://image.tmdb.org/t/p/w500/pGuzdVXVKOkdURb2HGkVA8Yhzc4.jpg
Imitation of Life,1959,7.4,2.7428,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/oKyCtsYYkr37UV5GjhINltVQWGt.jpg
The Louisiana Hussy,1959,4.3,1.7137,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/t8dbt3VXLHso0zLRqyIlxvnZ4tk.jpg
The Great St. Louis Bank Robbery,1959,6.1,1.565,"['Crime', 'Thriller']",https://image.tmdb.org/t/p/w500/zodT2zxrTpCTWZp1jrz2xNZhSq7.jpg
Carry On Nurse,1959,6.362,2.257,['Comedy'],https://image.tmdb.org/t/p/w500/5Na65YOj6s9HQM7e1YOhz0Upl13.jpg
The Beatniks,1959,2.526,2.8555,"['Drama', 'Crime']",https://image.tmdb.org/t/p/w500/5ghqUJ9lh0wxoNxo69tIgR6hO6j.jpg
The Human Condition I: No Greater Love,1959,8.1,2.6091,"['War', 'Drama', 'History']",https://image.tmdb.org/t/p/w500/q7godavx5XEbeVxEeqi4pmiOKdI.jpg
The FBI Story,1959,6.122,2.3814,"['Drama', 'Crime']",https://image.tmdb.org/t/p/w500/sRilzVuu6HuPhi5TFjqGoZfU9lH.jpg
House on Haunted Hill,1959,6.776,2.6223,"['Horror', 'Mystery']",https://image.tmdb.org/t/p/w500/g5kdFt3piV3w1pG65W9sSToJ7HB.jpg
Ride Lonesome,1959,6.644,2.0933,['Western'],https://image.tmdb.org/t/p/w500/4fQW6hAFW0YrQXrDUaMweNI1SgQ.jpg
The Bat,1959,5.9,4.6425,"['Horror', 'Mystery', 'Thriller', 'Crime']",https://image.tmdb.org/t/p/w500/78PVHYnadZ0e2BkBBSNonMZvViB.jpg
The Tingler,1959,6.372,2.1422,"['Horror', 'Science Fiction']",https://image.tmdb.org/t/p/w500/jDuKIccxR0lsdWlYuWiu03hkwnN.jpg
Attack of the Giant Leeches,1959,4.2,2.1209,"['Horror', 'Science Fiction']",https://image.tmdb.org/t/p/w500/n3dAhWfWxsNQJ5ZUcn8Q3mW8EIP.jpg
I'm All Right Jack,1959,6.7,2.0389,['Comedy'],https://image.tmdb.org/t/p/w500/4HD25hdMIcFAd0MbGCFM8t7G0sO.jpg
Darby O'Gill and the Little People,1959,6.7,2.3061,"['Adventure', 'Family', 'Fantasy', 'Romance']",https://image.tmdb.org/t/p/w500/2SB5yYMIk3wIgkcJ3k2KwCrRtIB.jpg
Island of Lost Women,1959,4.3,1.1927,"['Adventure', 'Science Fiction']",https://image.tmdb.org/t/p/w500/iKUtLCGrv30iHGaAOk1uLNd2lDU.jpg
Night and Fog,1959,8.242,2.2007,"['Documentary', 'History']",https://image.tmdb.org/t/p/w500/2iWYQia8enOai7QEO3TvenleD7r.jpg
Floating Weeds,1959,7.5,2.184,['Drama'],https://image.tmdb.org/t/p/w500/nLepKtb48XSnPQNsuS4svbtNBY7.jpg
Alias Jesse James,1959,5.9,1.8663,"['Comedy', 'Western']",https://image.tmdb.org/t/p/w500/9401kHeTLSsAMmwcrph7VkJP35x.jpg
The Human Condition II: Road to Eternity,1959,8.2,2.0921,"['War', 'Drama', 'History']",https://image.tmdb.org/t/p/w500/7jfv1C4t06VGenQxf3HbmLVmUHZ.jpg
Compulsion,1959,7.1,1.9482,"['Crime', 'Drama', 'History', 'Thriller']",https://image.tmdb.org/t/p/w500/fdYoG4uxbTbQ8Wv4BLxWiP7rrkm.jpg
The 400 Blows,1959,8.025,2.1598,['Drama'],https://image.tmdb.org/t/p/w500/12PuU23kkDLvTd0nb8hMlE3oShB.jpg
Never So Few,1959,5.4,1.8799,"['War', 'Drama', 'Adventure']",https://image.tmdb.org/t/p/w500/ix9ImZOS1KPedJSlyVfrhQQ2BK3.jpg
"Gigantis, the Fire Monster",1959,6.3,1.9913,"['Action', 'Horror', 'Science Fiction', 'Adventure']",https://image.tmdb.org/t/p/w500/6YcIEhXzMSuNdrooBUsO3mZK8rT.jpg
The Head,1959,5.0,1.0203,"['Science Fiction', 'Horror']",https://image.tmdb.org/t/p/w500/w70cQkZlO22CpLI1uhZX49ck2hE.jpg
Return of the Fly,1959,6.09,1.9585,"['Horror', 'Science Fiction']",https://image.tmdb.org/t/p/w500/a6w010kxAZfr0wsW7OiZgvkMwtN.jpg
The Shaggy Dog,1959,6.1,2.0666,"['Comedy', 'Family', 'Fantasy']",https://image.tmdb.org/t/p/w500/x0fTvnnRIZNyTne2BrcS8I5X20e.jpg
Journey to the Center of the Earth,1959,6.9,2.453,"['Adventure', 'Fantasy', 'Family']",https://image.tmdb.org/t/p/w500/nWn9MRFkC1M13hVf17mT0BfYKbg.jpg
Cuban Rebel Girls,1959,2.0,1.1221,"['Adventure', 'Drama', 'War']",https://image.tmdb.org/t/p/w500/zquNWMEbsAk4wAJLCNAbmybzbrE.jpg
The Hanging Tree,1959,6.727,1.9413,['Western'],https://image.tmdb.org/t/p/w500/cABsWJB3DBq5n2U7gl4vx0K88p7.jpg
Beloved Infidel,1959,6.386,1.7905,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/6ABKWW1tklOiP3oWaF2GVBcczgz.jpg
Nazarin,1959,7.664,1.792,['Drama'],https://image.tmdb.org/t/p/w500/7W2hnPt4glMnaxJU33wAjKyf7lc.jpg
Al Capone,1959,6.6,1.7205,"['Action', 'Adventure', 'Crime', 'Drama']",https://image.tmdb.org/t/p/w500/xmtLUojTRYTswWEx7U9lWjZeZtx.jpg
The Bridge,1959,7.486,2.2699,"['Drama', 'History', 'War']",https://image.tmdb.org/t/p/w500/jCg5NqSdUFB1S6iJu3jyXwHOE8d.jpg
The Killer Shrews,1959,4.3,3.8312,"['Horror', 'Science Fiction']",https://image.tmdb.org/t/p/w500/2agTmqPg2we1gd4Fr1p2UNAMORI.jpg
The Young Philadelphians,1959,7.5,1.7006,['Drama'],https://image.tmdb.org/t/p/w500/5OHKvcn4OukLHp8yC7E15mwGjIA.jpg
Plan 9 from Outer Space,1959,4.198,2.8191,"['Science Fiction', 'Horror']",https://image.tmdb.org/t/p/w500/bmicZi7PvlnZ9rZqp6QXN2Db0pT.jpg
Ballad of a Soldier,1959,8.005,1.6817,"['Drama', 'Romance', 'War']",https://image.tmdb.org/t/p/w500/9teeqzdIgPkWsykRapYkqhdefmm.jpg
The Incredible Petrified World,1959,3.4,1.6153,"['Adventure', 'Science Fiction', 'Thriller']",https://image.tmdb.org/t/p/w500/qns5oUzhUTGcPyeNyaM3DwBrwdC.jpg
Pickpocket,1959,7.272,1.777,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/kxpvceDv9fhFc4OAs82fmdzu17Y.jpg
A Bucket of Blood,1959,6.541,1.4383,"['Comedy', 'Horror']",https://image.tmdb.org/t/p/w500/fUZqTNinLruI6ZE7GQprY8t0Uwg.jpg
Porgy and Bess,1959,6.1,1.5219,"['Music', 'Drama', 'Romance']",https://image.tmdb.org/t/p/w500/g4zwlj8bgRYsUoF0VEwPEgldCvn.jpg
Air Hostess,1959,4.8,1.795,"['Romance', 'Music']",https://image.tmdb.org/t/p/w500/bgDsWER234YSeDcV56wyWYrbJfA.jpg
Tiger Bay,1959,7.2,1.8426,"['Thriller', 'Crime']",https://image.tmdb.org/t/p/w500/e0YIUi2UsXT0Q9MvDT5EWfVK3aq.jpg
Odds Against Tomorrow,1959,6.7,1.5434,"['Crime', 'Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/z5941aC7ttyY2gUfyKZfXVq11Sg.jpg
Checkerboard,1959,6.0,2.3474,['Drama'],https://image.tmdb.org/t/p/w500/jwcYrxe0jnzpBCY27Ufu6K3lDYl.jpg
"Come Back, Africa",1959,6.8,1.4851,"['Documentary', 'Drama']",https://image.tmdb.org/t/p/w500/oAQUf6YJ16NblsD8dOXu2XU0fcy.jpg
Lonelyhearts,1959,6.1,1.5764,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/5q8FZ3uNTgcJdPWz0EP4MWYy1Gq.jpg
The Gunfight at Dodge City,1959,5.63,1.5719,['Western'],https://image.tmdb.org/t/p/w500/gQBWK3rQPxN0Jx4jIt6N7ze0Wp5.jpg
The Mating Game,1959,5.9,1.5318,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/e87jyPk8Hx4LIdyTdP3IHdc3RH9.jpg
Vice Raid,1959,6.2,1.5155,"['Drama', 'Action', 'Thriller']",https://image.tmdb.org/t/p/w500/upN9bwpSHmvSruNr44R9IFtvGkb.jpg
The Journey,1959,6.409,1.554,"['Drama', 'Romance', 'War']",https://image.tmdb.org/t/p/w500/9HXN8SKOYnasVRPY1JUYiWzMFia.jpg
The Wonderful Country,1959,6.0,1.5607,['Western'],https://image.tmdb.org/t/p/w500/nS12kvSCEEp6SCi3TU6Hk5bRjo2.jpg
The World of Sholom Aleichem,1959,0.0,1.2914,"['Drama', 'TV Movie']",https://image.tmdb.org/t/p/w500/8AFuniHM5gDjuhBmLrzbai9RCZT.jpg
Black Orpheus,1959,7.0,1.5605,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/fJWzdNRnfjcJuaZiKqaSURFV6Lg.jpg
The Devil's Disciple,1959,6.6,1.6065,"['War', 'Comedy', 'History']",https://image.tmdb.org/t/p/w500/axagX83w2B8nhap1IC19Ih1AvmN.jpg
No Name on the Bullet,1959,6.6,1.7749,"['Action', 'Thriller', 'Western']",https://image.tmdb.org/t/p/w500/lqajhCQhtyzDfj7vKAfpVVw68B8.jpg
Cry Tough,1959,5.8,1.34,"['Drama', 'Action', 'Crime']",https://image.tmdb.org/t/p/w500/xthPagtNQnHI5Gm8pAufRbGrpmD.jpg
Apur Sansar,1959,8.1,1.4815,['Drama'],https://image.tmdb.org/t/p/w500/6Tz1Q69o2n3Zwb0ZffzPL0nFt2T.jpg
Sapphire,1959,7.0,1.3404,"['Mystery', 'Crime', 'Thriller']",https://image.tmdb.org/t/p/w500/hwfJUilhZ6iSuosizjpLYNaFfgV.jpg
Good Day for a Hanging,1959,6.2,1.3899,"['Western', 'Action']",https://image.tmdb.org/t/p/w500/aFuuHwlCrsj4xFXu0CBH6fpOUY4.jpg
Yesterday's Enemy,1959,7.2,1.3765,"['War', 'Drama']",https://image.tmdb.org/t/p/w500/piYJtlIlOFyDjui7j6NAuywNGbe.jpg
A Broken Leghorn,1959,6.5,1.2763,"['Animation', 'Comedy']",https://image.tmdb.org/t/p/w500/eyHcn7zETKbeptBy7W4oPjTDI3s.jpg
Horrors of the Black Museum,1959,5.7,1.5453,['Horror'],https://image.tmdb.org/t/p/w500/uSCR1iZDIfTF6dbLzQe5IStRuA9.jpg
Libel,1959,6.957,1.3312,"['Drama', 'Mystery', 'Thriller']",https://image.tmdb.org/t/p/w500/5CfI3m9rdHXLDXYCIaPKlKtDyuS.jpg
Beast from Haunted Cave,1959,4.6,1.3584,"['Crime', 'Horror', 'Thriller']",https://image.tmdb.org/t/p/w500/wmQySAWQWh16b2SefNs8VR4yC4m.jpg
Odd Obsession,1959,6.35,1.357,['Drama'],https://image.tmdb.org/t/p/w500/i3Px0GYThAAyxyoETjh9GE2KXto.jpg
Carry On Teacher,1959,6.2,1.7025,['Comedy'],https://image.tmdb.org/t/p/w500/hZ3UmWEadN6RDiZZ5FqBSgvnyHj.jpg
Yellowstone Kelly,1959,6.071,1.3252,"['Adventure', 'Western']",https://image.tmdb.org/t/p/w500/hrjzLXi1VpwUx3kvJ0sgQzlYUxE.jpg
Curse of the Undead,1959,5.4,1.2687,"['Horror', 'Western']",https://image.tmdb.org/t/p/w500/jlWWAtiO1GBzcgWxPET6Evyc1hC.jpg
The Horse Soldiers,1959,6.9,1.7871,"['Western', 'War']",https://image.tmdb.org/t/p/w500/kLBwk5ppNsA0DizEocXClTi1Lmx.jpg
Don't Give Up the Ship,1959,6.4,1.0874,['Comedy'],https://image.tmdb.org/t/p/w500/dstIXqOUbNK2fpIuPZBck8dmprO.jpg
Look Back in Anger,1959,6.7,1.4334,['Drama'],https://image.tmdb.org/t/p/w500/TCukFyvrXbIVp9KSt5Yr2HFy77.jpg
The Oregon Trail,1959,5.3,1.3713,['Western'],https://image.tmdb.org/t/p/w500/juv0iyAdVwSIQ0Cl2pNEJm9Zzo7.jpg
The Alligator People,1959,5.634,1.2432,"['Science Fiction', 'Horror']",https://image.tmdb.org/t/p/w500/7YsmJfZvQQG0V640rLlFPpxReWB.jpg
The Best of Everything,1959,6.4,1.5931,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/hrBGdCREbrjxx4ZbBPsohcFZLks.jpg
The Last Days of Pompeii,1959,6.2,1.5906,"['Adventure', 'History', 'Romance']",https://image.tmdb.org/t/p/w500/hcukiLNn4B8GLEhnj4CKUWsW4lD.jpg
A Hole in the Head,1959,6.1,1.5875,"['Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/BOgeA821uM0G2nrKj8rFSPYyGO.jpg
Danger Within,1959,6.2,1.5841,['War'],https://image.tmdb.org/t/p/w500/qn6dpQDMm27RbMg4hsC8wPU1g78.jpg
Ask Any Girl,1959,6.2,1.5779,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/qYkpzNrYFuF6JyZVZPAU5F1df6T.jpg
John Paul Jones,1959,6.1,1.5733,"['War', 'History', 'Action', 'Romance']",https://image.tmdb.org/t/p/w500/3TrDpr3i0DrixtC862izdZV3hA9.jpg
The Scapegoat,1959,6.8,1.5522,"['Mystery', 'Crime', 'Thriller']",https://image.tmdb.org/t/p/w500/cWtYyQ9U0k5aDwaQKAxrLHoIXWX.jpg
Miss Chic,1959,4.3,1.5419,['Comedy'],https://image.tmdb.org/t/p/w500/4XuMWHIocZSwWKDNtqvLugHC53Q.jpg
The Three Treasures,1959,5.4,1.5406,"['Fantasy', 'Action', 'Drama']",https://image.tmdb.org/t/p/w500/qJMKNuVPayFisBeyu7AHlZDngAg.jpg
Career,1959,6.5,1.5401,['Drama'],https://image.tmdb.org/t/p/w500/4LrMNkqLvyT64ydMDGImaaaPiwE.jpg
The Hound of the Baskervilles,1959,6.751,1.5368,"['Mystery', 'Thriller', 'Horror']",https://image.tmdb.org/t/p/w500/gJNscfPsBnQRdIjjdrTIHVCRwvY.jpg
Holiday for Lovers,1959,5.5,1.533,['Comedy'],https://image.tmdb.org/t/p/w500/sGp2fbrOpuIGLKwpw7ufHsKrQcK.jpg
General Della Rovere,1959,7.448,1.5316,"['Drama', 'War']",https://image.tmdb.org/t/p/w500/dTynqWaUm92ecwxCuMkTdHCoOfx.jpg
The Wild Women of Wongo,1959,2.4,1.5214,"['Adventure', 'Comedy', 'Fantasy']",https://image.tmdb.org/t/p/w500/izmk8lUpNvDpjqe01pc0ObZXIq9.jpg
Last Train from Gun Hill,1959,7.079,1.5206,['Western'],https://image.tmdb.org/t/p/w500/hXbBkFAcJZBHH629Kj4Ujrq1r2l.jpg
Girls Town,1959,3.6,1.5099,['Drama'],https://image.tmdb.org/t/p/w500/nbHxQOvHLX6LrHdRfBmoiD5cQlE.jpg
The Remarkable Mr. Pennypacker,1959,6.0,1.508,['Comedy'],https://image.tmdb.org/t/p/w500/peM028PVUiYl5S68g8Wmyk4SuYr.jpg
The Big Operator,1959,5.8,1.4934,"['Drama', 'Crime']",https://image.tmdb.org/t/p/w500/9xX8Yv1ziNxwBBUvi7u0XtS3Ysj.jpg
The Beat Generation,1959,5.2,1.4914,['Crime'],https://image.tmdb.org/t/p/w500/yphQUePKEE2DjBKby0cCtCUJSGc.jpg
The Big Fisherman,1959,4.6,1.4834,['Drama'],https://image.tmdb.org/t/p/w500/yF77PtUIsq7iUjDmRvaqYBlLX4G.jpg
Blue Denim,1959,5.2,1.1559,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/pNwlsRRIYixbfijwBkqXlgrCGNy.jpg
Westbound,1959,6.1,1.2506,['Western'],https://image.tmdb.org/t/p/w500/ik2DvCkFwyRX3iIeYcuCuNpNAiy.jpg
The Last Angry Man,1959,6.867,1.1575,['Drama'],https://image.tmdb.org/t/p/w500/yPo335bwfQePltlDtxuWc0rjwwV.jpg
The Scarface Mob,1959,7.1,1.2613,"['Crime', 'Drama', 'Action']",https://image.tmdb.org/t/p/w500/kJUILMAkJklhVRsX6H91JV0ki5V.jpg
The Manster,1959,4.6,1.2839,"['Horror', 'Science Fiction']",https://image.tmdb.org/t/p/w500/5wsGBmJg7Z2agUwQkADE1RD0oq.jpg
Disneyland '59,1959,6.5,1.2498,"['Documentary', 'TV Movie']",https://image.tmdb.org/t/p/w500/kHuZiEYAdU0kkdVEcQvrueTqi62.jpg
"The World, the Flesh and the Devil",1959,6.3,1.4086,"['Drama', 'Science Fiction', 'Romance']",https://image.tmdb.org/t/p/w500/uMB51OAkdrAx7r1dztvLub6RyPJ.jpg
It Happened to Jane,1959,6.1,1.0819,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/zmn5NHm8Xjpv9Je0smYksTxIWXp.jpg
Expresso Bongo,1959,5.4,1.2273,"['Comedy', 'Music']",https://image.tmdb.org/t/p/w500/94yVW8m4YSNwvFM2BnHjC65h6HM.jpg
They Came to Cordura,1959,6.6,1.1883,['Western'],https://image.tmdb.org/t/p/w500/bSlfgWxfQzc49yl76UJPBySZVeF.jpg
Cover Girl Killer,1959,5.1,1.181,"['Crime', 'Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/dhZhhAQJNTUoWVnGwBUkZZsRIWE.jpg
Upstairs and Downstairs,1959,5.6,1.3173,['Comedy'],https://image.tmdb.org/t/p/w500/tka7aXijr7K2ZRaIrhbjfxRMY3t.jpg
Sube y baja,1959,8.065,1.5237,['Comedy'],https://image.tmdb.org/t/p/w500/7UH0vBGvFjFdm6SvsC7mHcDnYRg.jpg
Escort West,1959,5.6,1.1774,"['Action', 'Western']",https://image.tmdb.org/t/p/w500/opULoi2T427q7Qgs5iJwmJRXF8G.jpg
Gidget,1959,6.0,1.2404,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/i4aRCd5sRzYLb3TLm8iiUN0iJTr.jpg
The Wild and the Innocent,1959,6.3,1.0952,['Western'],https://image.tmdb.org/t/p/w500/8TA3dpdpmJHxvs1BrYrwApIAENV.jpg
North West Frontier,1959,6.7,1.315,"['Adventure', 'Drama']",https://image.tmdb.org/t/p/w500/jjjmsCtXVz2vI03se29DPNjf6ZP.jpg
Teenage Zombies,1959,3.5,2.9143,"['Horror', 'Science Fiction']",https://image.tmdb.org/t/p/w500/2f1Tsewydiffvz5FNnhTTgYMdZg.jpg
Meet Me in St. Louis,1959,5.0,1.0752,"['Comedy', 'Music', 'TV Movie']",https://image.tmdb.org/t/p/w500/5CZpjv8MjZJjrMh0SU2Qp0XfSLf.jpg
The 39 Steps,1959,6.2,1.1761,"['Thriller', 'Mystery']",https://image.tmdb.org/t/p/w500/4W6uCqZK8X2JSmq3iD5sboJO8XP.jpg
