brand,battery,ram(GB),storage(GB),price(USD),price_category,brand_encoded,Cluster
LG,-2.3786065605241173,-1.7109151698115024,-1.2331403039923066,-0.598716061815991,Sedang,4,4
Oppo,-1.24128934930344,-0.2433980509434221,-0.5988957003193723,0.8751331591139925,,7,0
Huawei,-1.7467636654015188,-1.3440358900944822,-1.0217254361013284,-0.45133113972299266,Sedang,3,8
Huawei,-0.4830778751563218,-0.2433980509434221,1.9380827143723642,-0.3776386786764935,Sedang,3,3
Huawei,-1.7467636654015188,-0.9771566103774622,-1.0217254361013284,-0.7092547533857397,Murah,3,8
Huawei,-0.4830778751563218,0.490360508490618,-0.5988957003193723,-0.7092547533857397,Murah,3,3
Huawei,-1.24128934930344,-0.2433980509434221,-0.5988957003193723,-0.6355622923392406,Sedang,3,0
Huawei,-1.7467636654015188,-1.3440358900944822,-1.2331403039923066,-0.046022603967247167,Mahal,3,8
Huawei,-1.7467636654015188,-1.3440358900944822,-1.2331403039923066,0.24874724021874953,Mahal,3,8
Sony,-1.0643733386691123,-0.2433980509434221,-0.5988957003193723,0.43297839283499745,Mahal,10,0
Samsung,-1.7467636654015188,-0.9771566103774622,-1.0217254361013284,0.28559347074199914,Mahal,9,8
Honor,-1.7467636654015188,-1.3440358900944822,-1.2331403039923066,-0.8197934449554886,Murah,2,8
Oppo,-1.24128934930344,-0.9771566103774622,0.24676377124453994,-0.23025375658349512,Sedang,7,0
Xiaomi,-0.4830778751563218,0.490360508490618,-0.5988957003193723,0.21190100969549994,Mahal,12,3
Realme,-1.228652491400988,-0.2433980509434221,-1.0217254361013284,-0.7829472144322389,Murah,8,0
Honor,-1.24128934930344,0.490360508490618,-0.5988957003193723,-0.11971506501374635,Mahal,2,0
Honor,-1.7467636654015188,-0.9771566103774622,-1.0217254361013284,-0.5250236007694918,Sedang,2,8
Huawei,-2.656617434378061,-2.0777944495285223,-1.3388477379377954,3.5280617567879626,,3,4
Samsung,-1.1149207702789203,-0.9771566103774622,-1.0217254361013284,-0.7461009839089894,Murah,9,0
Samsung,-1.7467636654015188,-1.3440358900944822,-1.2331403039923066,-0.45133113972299266,Sedang,9,8
Samsung,-1.1149207702789203,-0.9771566103774622,-1.0217254361013284,-0.3776386786764935,Sedang,9,0
Samsung,-1.7467636654015188,-0.9771566103774622,-1.0217254361013284,-0.6355622923392406,Sedang,9,8
Honor,-1.721489949596615,-1.7109151698115024,-1.2331403039923066,-0.8566396754787381,Murah,2,8
Huawei,-1.721489949596615,-1.7109151698115024,-1.2331403039923066,-0.7092547533857397,Murah,3,8
Samsung,-1.7467636654015188,-0.9771566103774622,-0.5988957003193723,-0.598716061815991,Sedang,9,8
LG,-1.3676579283279597,-0.2433980509434221,-0.5988957003193723,-0.7092547533857397,Murah,4,0
LG,-1.7467636654015188,-0.9771566103774622,-1.0217254361013284,0.10136231812575118,Mahal,4,8
Oppo,-1.228652491400988,-0.9771566103774622,-0.5988957003193723,-0.5250236007694918,Sedang,7,0
Xiaomi,-1.7467636654015188,0.490360508490618,0.24676377124453994,0.21190100969549994,Mahal,12,8
Xiaomi,-1.24128934930344,0.490360508490618,-0.5988957003193723,0.3224397012652487,Mahal,12,0
Xiaomi,-1.5951213705720952,-0.2433980509434221,-0.5988957003193723,-0.3039462176299943,Sedang,12,8
Xiaomi,-1.645668802181903,-0.9771566103774622,-1.0217254361013284,-0.6724085228624902,Sedang,12,8
LG,-1.8984059602309424,-1.7109151698115024,-1.0217254361013284,-0.7092547533857397,Murah,4,8
LG,-1.7467636654015188,-0.2433980509434221,-0.5988957003193723,-0.15656129553699594,Sedang,4,8
OnePlus,-1.3676579283279597,0.490360508490618,-0.5988957003193723,0.24874724021874953,Mahal,6,0
Oppo,-1.24128934930344,0.490360508490618,5.320720600628014,-0.7829472144322389,Murah,7,0
Samsung,-1.3676579283279597,-1.7109151698115024,-1.2331403039923066,0.027669857079252007,Mahal,9,0
Samsung,-2.2522379814995976,-1.7109151698115024,-1.2331403039923066,0.21190100969549994,Mahal,9,4
Samsung,-0.8621836122298809,-0.2433980509434221,-0.5988957003193723,-0.11971506501374635,Mahal,9,0
Lenovo,-0.786362464815169,-0.9771566103774622,-1.0217254361013284,-0.8566396754787381,Murah,5,3
Lenovo,-1.3676579283279597,-0.2433980509434221,-0.5988957003193723,-0.8197934449554886,Murah,5,0
Lenovo,-0.4830778751563218,-1.3440358900944822,-1.2331403039923066,-0.7829472144322389,Murah,5,3
LG,-1.3676579283279597,-1.7109151698115024,-1.0217254361013284,-0.15656129553699594,Sedang,4,0
LG,-1.3676579283279597,-0.9771566103774622,-1.0217254361013284,0.027669857079252007,Mahal,4,0
Xiaomi,-1.7467636654015188,-0.9771566103774622,-1.0217254361013284,-0.7829472144322389,Murah,12,8
Xiaomi,-1.7467636654015188,-1.3440358900944822,-1.2331403039923066,-0.8566396754787381,Murah,12,8
Honor,-1.7467636654015188,-0.9771566103774622,-1.0217254361013284,-0.45133113972299266,Sedang,2,8
Honor,0.7806079150888753,0.490360508490618,-0.5988957003193723,0.21190100969549994,Mahal,2,7
Huawei,-1.24128934930344,-0.2433980509434221,-0.5988957003193723,-0.8934859060019876,Murah,3,0
Huawei,-0.7989993227176211,-0.2433980509434221,-0.5988957003193723,-0.7461009839089894,Murah,3,3
Honor,-0.7989993227176211,-0.2433980509434221,-0.5988957003193723,-0.3407924481532439,Sedang,2,3
LG,-1.7467636654015188,-1.3440358900944822,-1.2331403039923066,-0.3407924481532439,Sedang,4,8
LG,0.14876501996627675,-1.7109151698115024,-1.2331403039923066,-0.6724085228624902,Sedang,4,6
Sony,-1.0138259070593045,-0.2433980509434221,-1.0217254361013284,-0.3776386786764935,Sedang,10,0
Xiaomi,1.412450810211474,-0.2433980509434221,-0.5988957003193723,-0.11971506501374635,Mahal,12,7
Xiaomi,-0.4830778751563218,-0.9771566103774622,-1.0217254361013284,0.13820854864900076,Mahal,12,3
Samsung,-1.7467636654015188,-0.9771566103774622,-1.0217254361013284,-0.7092547533857397,Murah,9,8
Oppo,-0.19243014339992645,-0.9771566103774622,-1.0217254361013284,-0.7092547533857397,Murah,7,3
Oppo,-0.19243014339992645,-0.9771566103774622,-1.2331403039923066,0.43297839283499745,Mahal,7,3
Huawei,-1.317110496718152,-0.2433980509434221,-0.5988957003193723,-0.9303321365252373,Murah,3,0
Xiaomi,-1.7467636654015188,-0.2433980509434221,-1.0217254361013284,-0.2670999871067447,Sedang,12,8
Oppo,-1.1149207702789203,0.490360508490618,0.24676377124453994,-0.2670999871067447,Sedang,7,0
LG,-1.7467636654015188,-0.9771566103774622,-1.0217254361013284,-0.15656129553699594,Sedang,4,8
LG,-1.3676579283279597,-0.9771566103774622,-0.5988957003193723,-0.7461009839089894,Murah,4,0
Oppo,-1.1149207702789203,-0.2433980509434221,-0.5988957003193723,0.6172095454512454,,7,0
Samsung,-2.2522379814995976,-2.0777944495285223,-1.3388477379377954,-0.5250236007694918,Sedang,9,4
Realme,-0.19243014339992645,-0.9771566103774622,-1.0217254361013284,-0.8197934449554886,Murah,8,3
LG,-1.7467636654015188,-0.9771566103774622,-1.0217254361013284,0.027669857079252007,Mahal,4,8
Huawei,-0.7989993227176211,-0.2433980509434221,-0.5988957003193723,0.027669857079252007,Mahal,3,3
Oppo,-0.8621836122298809,0.490360508490618,0.24676377124453994,-0.046022603967247167,Mahal,7,0
LG,-2.3786065605241173,-1.7109151698115024,-1.2331403039923066,-0.5250236007694918,Sedang,4,4
Samsung,-0.4830778751563218,0.490360508490618,0.24676377124453994,-0.7092547533857397,Murah,9,3
Xiaomi,-0.4830778751563218,0.490360508490618,-0.5988957003193723,0.06451608760250159,Mahal,12,3
Sony,-1.3676579283279597,-0.2433980509434221,-0.5988957003193723,0.6172095454512454,,10,0
Xiaomi,-1.3044736388156999,-0.2433980509434221,-0.5988957003193723,0.06451608760250159,Mahal,12,0
Xiaomi,-1.7467636654015188,0.490360508490618,0.24676377124453994,0.6172095454512454,,12,8
Xiaomi,-0.4830778751563218,-0.2433980509434221,-1.0217254361013284,-0.5250236007694918,Sedang,12,3
Oppo,-1.1149207702789203,-0.9771566103774622,-0.5988957003193723,-0.3407924481532439,Sedang,7,0
Samsung,-1.3676579283279597,-1.3440358900944822,-1.2331403039923066,-0.8934859060019876,Murah,9,0
Honor,-0.7989993227176211,-0.2433980509434221,-0.5988957003193723,-0.45133113972299266,Sedang,2,3
Honor,0.7806079150888753,-0.2433980509434221,-0.5988957003193723,-0.3407924481532439,Sedang,2,7
Realme,-0.19243014339992645,-1.7109151698115024,-1.2331403039923066,-0.8934859060019876,Murah,8,3
Samsung,-1.3676579283279597,-0.9771566103774622,-1.0217254361013284,-0.45133113972299266,Sedang,9,0
Realme,-1.1149207702789203,0.490360508490618,-0.5988957003193723,-0.7092547533857397,Murah,8,0
Apple,-1.5268823378988545,-0.9771566103774622,-0.5988957003193723,0.8382869285907429,,0,8
Apple,-2.1789442056653763,-0.9771566103774622,-0.5988957003193723,0.13820854864900076,Mahal,0,4
Apple,-1.8200574412357402,-1.3440358900944822,-0.5988957003193723,-0.11971506501374635,Mahal,0,8
Samsung,-1.3676579283279597,-0.2433980509434221,-0.5988957003193723,-0.5250236007694918,Sedang,9,0
Xiaomi,-0.4830778751563218,-0.2433980509434221,0.24676377124453994,0.39613216231174786,Mahal,12,3
Xiaomi,-1.4940265073524794,-0.2433980509434221,0.24676377124453994,1.4278266169627363,,12,0
Lenovo,-0.41989358564406193,-0.2433980509434221,-0.5988957003193723,-0.5250236007694918,Sedang,5,3
Lenovo,-1.1149207702789203,-0.2433980509434221,-0.5988957003193723,-0.7829472144322389,Murah,5,0
Huawei,-0.23034071710728235,0.490360508490618,1.9380827143723642,0.43297839283499745,Mahal,3,3
Huawei,0.7806079150888753,0.490360508490618,0.24676377124453994,-0.598716061815991,Sedang,3,7
Samsung,-1.3676579283279597,-0.2433980509434221,-0.5988957003193723,-0.11971506501374635,Mahal,9,0
Huawei,-0.4830778751563218,-0.2433980509434221,-0.5988957003193723,-0.3039462176299943,Sedang,3,3
Samsung,-0.7358150332053612,0.490360508490618,-0.5988957003193723,0.3224397012652487,Mahal,9,3
Oppo,-0.9885521912544006,-0.2433980509434221,-0.5988957003193723,3.7122929094042108,,7,5
Huawei,-0.4830778751563218,-0.2433980509434221,-0.5988957003193723,-0.45133113972299266,Sedang,3,3
Oppo,-0.9885521912544006,-0.2433980509434221,0.24676377124453994,-0.775577968327589,Murah,7,0
Honor,-0.4830778751563218,-0.9771566103774622,-1.0217254361013284,-0.6355622923392406,Sedang,2,3
Honor,-1.1149207702789203,0.490360508490618,0.24676377124453994,0.7645944675442438,,2,0
LG,-1.3676579283279597,-0.2433980509434221,-0.5988957003193723,-1.0040245975717363,Murah,4,0
Google,-1.203378775596084,-0.9771566103774622,-0.5988957003193723,-0.3039462176299943,Sedang,1,0
Google,-1.8541769575723606,-0.9771566103774622,-0.5988957003193723,0.39613216231174786,Mahal,1,8
Huawei,-0.23034071710728235,0.490360508490618,0.24676377124453994,-0.41448490919974307,Sedang,3,3
OnePlus,-0.8621836122298809,0.490360508490618,0.24676377124453994,0.3224397012652487,Mahal,6,0
Realme,-1.1149207702789203,-0.9771566103774622,-1.0217254361013284,-0.7829472144322389,Murah,8,0
Huawei,0.7806079150888753,-0.9771566103774622,0.24676377124453994,-0.598716061815991,Sedang,3,7
Lenovo,-1.3044736388156999,-0.2433980509434221,-0.5988957003193723,-0.7092547533857397,Murah,5,0
Oppo,-0.9885521912544006,-0.9771566103774622,0.24676377124453994,-0.41448490919974307,Sedang,7,0
Oppo,-0.19243014339992645,-0.9771566103774622,-1.0217254361013284,-0.19340752606024553,Sedang,7,3
Samsung,-1.3676579283279597,-2.0777944495285223,-1.2331403039923066,-0.8197934449554886,Murah,9,0
Honor,-1.24128934930344,-0.2433980509434221,-1.0217254361013284,-0.598716061815991,Sedang,2,0
Huawei,-0.4830778751563218,-0.9771566103774622,-1.0217254361013284,1.6857502306254835,,3,5
Samsung,-1.24128934930344,0.490360508490618,0.24676377124453994,0.7645944675442438,,9,0
Huawei,-0.7989993227176211,0.490360508490618,0.24676377124453994,3.159599451555467,,3,5
Lenovo,-1.1149207702789203,-0.2433980509434221,-0.5988957003193723,0.21190100969549994,Mahal,5,0
Huawei,-1.721489949596615,-2.0777944495285223,-1.2331403039923066,-0.7829472144322389,Murah,3,8
Xiaomi,-1.7467636654015188,-0.2433980509434221,-0.5988957003193723,-0.6355622923392406,Sedang,12,8
Lenovo,-1.3044736388156999,-0.2433980509434221,0.24676377124453994,-0.5250236007694918,Sedang,5,0
OnePlus,-0.8621836122298809,1.224119067924658,1.9380827143723642,1.3172879253929877,,6,0
Lenovo,-1.3676579283279597,-0.2433980509434221,-0.5988957003193723,-0.15656129553699594,Sedang,5,0
Huawei,-1.24128934930344,-1.3440358900944822,-1.0217254361013284,0.8751331591139925,,3,0
Huawei,-0.4830778751563218,-0.9771566103774622,-1.0217254361013284,-0.5250236007694918,Sedang,3,3
Huawei,-0.4830778751563218,-1.3440358900944822,-1.0217254361013284,0.21190100969549994,Mahal,3,3
Xiaomi,-1.7467636654015188,-2.0777944495285223,-1.3388477379377954,-0.8934859060019876,Murah,12,8
LG,-2.3786065605241173,-1.7109151698115024,-1.2331403039923066,-0.9671783670484868,Murah,4,4
Honor,-1.721489949596615,-1.3440358900944822,-1.0217254361013284,-0.8934859060019876,Murah,2,8
LG,-1.7467636654015188,-0.9771566103774622,-0.5988957003193723,-0.046022603967247167,Mahal,4,8
Samsung,-1.24128934930344,-1.3440358900944822,-1.2331403039923066,-0.9303321365252373,Murah,9,0
Realme,-0.19243014339992645,-1.3440358900944822,-1.0217254361013284,-0.9303321365252373,Murah,8,3
Xiaomi,-0.4830778751563218,-0.2433980509434221,-1.0217254361013284,-0.6355622923392406,Sedang,12,3
Samsung,0.7806079150888753,-0.9771566103774622,-1.0217254361013284,0.13820854864900076,Mahal,9,7
LG,-1.1149207702789203,-1.3440358900944822,-0.5988957003193723,-0.598716061815991,Sedang,4,0
LG,-1.1149207702789203,-1.3440358900944822,-1.0217254361013284,-0.7461009839089894,Murah,4,0
LG,-1.7467636654015188,-1.3440358900944822,-1.0217254361013284,0.21190100969549994,Mahal,4,8
Huawei,-1.721489949596615,-1.3440358900944822,-1.0217254361013284,-0.5250236007694918,Sedang,3,8
Samsung,-0.0028772748631468877,1.9578776273586982,5.320720600628014,-0.3039462176299943,Sedang,9,6
Sony,-1.3676579283279597,-1.3440358900944822,-1.0217254361013284,-0.41448490919974307,Sedang,10,0
Samsung,-0.18611171444870045,1.9578776273586982,5.320720600628014,0.21190100969549994,Mahal,9,6
Samsung,0.14876501996627675,0.490360508490618,1.9380827143723642,-0.15656129553699594,Sedang,9,6
Huawei,0.14876501996627675,0.490360508490618,5.320720600628014,-0.5250236007694918,Sedang,3,6
Xiaomi,-1.3676579283279597,0.490360508490618,1.9380827143723642,0.6909020064977446,,12,0
Xiaomi,-0.7358150332053612,-0.2433980509434221,-0.5988957003193723,0.24874724021874953,Mahal,12,3
Samsung,-1.24128934930344,0.490360508490618,0.24676377124453994,-0.5250236007694918,Sedang,9,0
Xiaomi,-1.3676579283279597,0.490360508490618,-0.5988957003193723,0.9119793896372421,,12,0
Xiaomi,-1.658305660084355,-0.2433980509434221,-0.5988957003193723,0.43297839283499745,Mahal,12,8
Samsung,-1.6203950863769991,0.490360508490618,0.24676377124453994,-0.3039462176299943,Sedang,9,8
Samsung,-0.3567092961318021,0.490360508490618,0.24676377124453994,0.06451608760250159,Mahal,9,3
LG,-0.4830778751563218,-0.2433980509434221,0.24676377124453994,0.5066708538814967,Mahal,4,3
